,Name,Author,Abstract,Download link
10,Machine learning in policy evaluation: new tools for causal inference,"['Noemi Kreif', 'Karla DiazOrdaz']","While machine learning (ML) methods have received a lot of attention in recent years, these methods are primarily for prediction. Empirical researchers conducting policy evaluations are, on the other hand, pre-occupied with causal problems, trying to answer counterfactual questions: what would have happened in the absence of a policy? Because these counterfactuals can never be directly observed (described as the ""fundamental problem of causal inference"") prediction tools from the ML literature cannot be readily used for causal inference. In the last decade, major innovations have taken place incorporating supervised ML tools into estimators for causal parameters such as the average treatment effect (ATE). This holds the promise of attenuating model misspecification issues, and increasing of transparency in model selection. One particularly mature strand of the literature include approaches that incorporate supervised ML approaches in the estimation of the ATE of a binary treatment, under the \textit{unconfoundedness} and positivity assumptions (also known as exchangeability and overlap assumptions).
  This article reviews popular supervised machine learning algorithms, including the Super Learner. Then, some specific uses of machine learning for treatment effect estimation are introduced and illustrated, namely (1) to create balance among treated and control groups, (2) to estimate so-called nuisance models (e.g. the propensity score, or conditional expectations of the outcome) in semi-parametric estimators that target causal parameters (e.g. targeted maximum likelihood estimation or the double ML estimator), and (3) the use of machine learning for variable selection in situations with a high number of covariates.
        ? Less",https://arxiv.org/pdf/1903.00402
11,Continuous Integration of Machine Learning Models with ease.ml/ci: Towards a Rigorous Yet Practical Treatment,"['Cedric Renggli', 'Bojan Karlaš', 'Bolin Ding', 'Feng Liu', 'Kevin Schawinski', 'Wentao Wu', 'Ce Zhang']","Continuous integration is an indispensable step of modern software engineering practices to systematically manage the life cycles of system development. Developing a machine learning model is no difference - it is an engineering process with a life cycle, including design, implementation, tuning, testing, and deployment. However, most, if not all, existing continuous integration engines do not support machine learning as first-class citizens.
  In this paper, we present ease.ml/ci, to our best knowledge, the first continuous integration system for machine learning. The challenge of building ease.ml/ci is to provide rigorous guarantees, e.g., single accuracy point error tolerance with 0.999 reliability, with a practical amount of labeling effort, e.g., 2K labels per test. We design a domain specific language that allows users to specify integration conditions with reliability constraints, and develop simple novel optimizations that can lower the number of labels required by up to two orders of magnitude for test conditions popularly used in real production systems.
        ? Less",https://arxiv.org/pdf/1903.00278
12,Identifying Bid Leakage In Procurement Auctions: Machine Learning Approach,"['Dmitry I. Ivanov', 'Alexander S. Nesterov']","We propose a novel machine-learning-based approach to detect bid leakage in first-price sealed-bid auctions. We extract and analyze the data on more than 1.4 million Russian procurement auctions between 2014 and 2018. As bid leakage in each particular auction is tacit, the direct classification is impossible. Instead, we reduce the problem of bid leakage detection to Positive-Unlabeled Classification. The key idea is to regard the losing participants as fair and the winners as possibly corrupted. This allows us to estimate the prior probability of bid leakage in the sample, as well as the posterior probability of bid leakage for each specific auction. We find that at least 16\% of auctions are exposed to bid leakage. Bid leakage is more likely in auctions with a higher reserve price, lower number of bidders and lower price fall, and where the winning bid is received in the last hour before the deadline.
        ? Less",https://arxiv.org/pdf/1903.00261
13,Completing density functional theory by machine-learning hidden messages from molecules,"['Ryo Nagai', 'Ryosuke Akashi', 'Osamu Sugino']","Kohn-Sham(KS) density functional theory(DFT) is the base of modern computational approaches to electronic structures. Their accuracy vitally relies on the exchange-correlation energy functional, where all the electron-electron interaction beyond the classical Coulomb one are encapsulated. Improving the functional has long been the major topic of DFT but the past approaches remain heuristic rather than systematic. Here we demonstrate a systematic way to machine-learn the functional from accurate density and energy calculated for a few molecules. After relating the density and energy with a flexible feed-forward neural network, the network is optimized to reproduce the accurate ones within KS-DFT, of which the exchange-correlation potential is obtained by taking functional derivatives with a help of the back-propagation method. The machine-learnt functionals show comparable or improved accuracies to the existing ones. In addition, one can naturally extend the scheme to a non-local one by simply adding the nodes connected to the hidden layers, thus allowing to construct various functionals of different accuracy and complexity. This novel approach thus paves a way to enriching the DFT framework by utilizing the rapidly advancing machine learning techniques.
        ? Less",https://arxiv.org/pdf/1903.00238
14,Optimal Algorithms for Ski Rental with Soft Machine-Learned Predictions,['Rohan Kodialam'],"We consider a variant of the classic Ski Rental online algorithm with applications to machine learning. In our variant, we allow the skier access to a black-box machine-learning algorithm that provides an estimate of the probability that there will be at most a threshold number of ski-days. We derive a class of optimal randomized algorithms to determine the strategy that minimizes the worst-case expected competitive ratio for the skier given a prediction from the machine learning algorithm,and analyze the performance and robustness of these algorithms.
        ? Less",https://arxiv.org/pdf/1903.00092
15,Reinforcement Learning based Curriculum Optimization for Neural Machine Translation,"['Gaurav Kumar', 'George Foster', 'Colin Cherry', 'Maxim Krikun']","We consider the problem of making efficient use of heterogeneous training data in neural machine translation (NMT). Specifically, given a training dataset with a sentence-level feature such as noise, we seek an optimal curriculum, or order for presenting examples to the system during training. Our curriculum framework allows examples to appear an arbitrary number of times, and thus generalizes data weighting, filtering, and fine-tuning schemes. Rather than relying on prior knowledge to design a curriculum, we use reinforcement learning to learn one automatically, jointly with the NMT system, in the course of a single training run. We show that this approach can beat uniform and filtering baselines on Paracrawl and WMT English-to-French datasets by up to +3.4 BLEU, and match the performance of a hand-designed, state-of-the-art curriculum.
        ? Less",https://arxiv.org/pdf/1903.00041
16,"The principles of adaptation in organisms and machines I: machine learning, information theory, and thermodynamics",['Hideaki Shimazaki'],"How do organisms recognize their environment by acquiring knowledge about the world, and what actions do they take based on this knowledge? This article examines hypotheses about organisms' adaptation to the environment from machine learning, information-theoretic, and thermodynamic perspectives. We start with constructing a hierarchical model of the world as an internal model in the brain, and review standard machine learning methods to infer causes by approximately learning the model under the maximum likelihood principle. This in turn provides an overview of the free energy principle for an organism, a hypothesis to explain perception and action from the principle of least surprise. Treating this statistical learning as communication between the world and brain, learning is interpreted as a process to maximize information about the world. We investigate how the classical theories of perception such as the infomax principle relates to learning the hierarchical model. We then present an approach to the recognition and learning based on thermodynamics, showing that adaptation by causal learning results in the second law of thermodynamics whereas inference dynamics that fuses observation with prior knowledge forms a thermodynamic process. These provide a unified view on the adaptation of organisms to the environment.
        ? Less",https://arxiv.org/pdf/1902.11233
17,Learning Everywhere: Pervasive Machine Learning for Effective High-Performance Computation,"['Geoffrey Fox', 'James A. Glazier', 'JCS Kadupitiya', 'Vikram Jadhao', 'Minje Kim', 'Judy Qiu', 'James P. Sluka', 'Endre Somogyi', 'Madhav Marathe', 'Abhijin Adiga', 'Jiangzhuo Chen', 'Oliver Beckstein', 'Shantenu Jha']","The convergence of HPC and data-intensive methodologies provide a promising approach to major performance improvements. This paper provides a general description of the interaction between traditional HPC and ML approaches and motivates the Learning Everywhere paradigm for HPC. We introduce the concept of effective performance that one can achieve by combining learning methodologies with simulation-based approaches, and distinguish between traditional performance as measured by benchmark scores. To support the promise of integrating HPC and learning methods, this paper examines specific examples and opportunities across a series of domains. It concludes with a series of open computer science and cyberinfrastructure questions and challenges that the Learning Everywhere paradigm presents.
        ? Less",https://arxiv.org/pdf/1902.10810
18,A Replication Study: Machine Learning Models Are Capable of Predicting Sexual Orientation From Facial Images,['John Leuner'],"Recent research used machine learning methods to predict a person's sexual orientation from their photograph (Wang and Kosinski, 2017). To verify this result, two of these models are replicated, one based on a deep neural network (DNN) and one on facial morphology (FM). Using a new dataset of 20,910 photographs from dating websites, the ability to predict sexual orientation is confirmed (DNN accuracy male 68%, female 77%, FM male 62%, female 72%). To investigate whether facial features such as brightness or predominant colours are predictive of sexual orientation, a new model based on highly blurred facial images was created. This model was also able to predict sexual orientation (male 63%, female 72%). The tested models are invariant to intentional changes to a subject's makeup, eyewear, facial hair and head pose (angle that the photograph is taken at). It is shown that the head pose is not correlated with sexual orientation. While demonstrating that dating profile images carry rich information about sexual orientation these results leave open the question of how much is determined by facial morphology and how much by differences in grooming, presentation and lifestyle. The advent of new technology that is able to detect sexual orientation in this way may have serious implications for the privacy and safety of gay men and women.
        ? Less",https://arxiv.org/pdf/1902.10739
19,Shallow Water Bathymetry Mapping from UAV Imagery based on Machine Learning,"['Panagiotis Agrafiotis', 'Dimitrios Skarlatos', 'Andreas Georgopoulos', 'Konstantinos Karantzalos']","The determination of accurate bathymetric information is a key element for near offshore activities, hydrological studies such as coastal engineering applications, sedimentary processes, hydrographic surveying as well as archaeological mapping and biological research. UAV imagery processed with Structure from Motion (SfM) and Multi View Stereo (MVS) techniques can provide a low-cost alternative to established shallow seabed mapping techniques offering as well the important visual information. Nevertheless, water refraction poses significant challenges on depth determination. Till now, this problem has been addressed through customized image-based refraction correction algorithms or by modifying the collinearity equation. In this paper, in order to overcome the water refraction errors, we employ machine learning tools that are able to learn the systematic underestimation of the estimated depths. In the proposed approach, based on known depth observations from bathymetric LiDAR surveys, an SVR model was developed able to estimate more accurately the real depths of point clouds derived from SfM-MVS procedures. Experimental results over two test sites along with the performed quantitative validation indicated the high potential of the developed approach.
        ? Less",https://arxiv.org/pdf/1902.10733
20,Social Credibility Incorporating Semantic Analysis and Machine Learning: A Survey of the State-of-the-Art and Future Research Directions,"['Bilal Abu-Salih', 'Bushra Bremie', 'Pornpit Wongthongtham', 'Kevin Duan', 'Tomayess Issa', 'Kit Yan Chan', 'Mohammad Alhabashneh', 'Teshreen Albtoush', 'Sulaiman Alqahtani', 'Abdullah Alqahtani', 'Muteeb Alahmari', 'Naser Alshareef', 'Abdulaziz Albahlal']","The wealth of Social Big Data (SBD) represents a unique opportunity for organisations to obtain the excessive use of such data abundance to increase their revenues. Hence, there is an imperative need to capture, load, store, process, analyse, transform, interpret, and visualise such manifold social datasets to develop meaningful insights that are specific to an application domain. This paper lays the theoretical background by introducing the state-of-the-art literature review of the research topic. This is associated with a critical evaluation of the current approaches, and fortified with certain recommendations indicated to bridge the research gap.
        ? Less",https://arxiv.org/pdf/1902.10402
21,"When Relaxations Go Bad: ""Differentially-Private"" Machine Learning","['Bargav Jayaraman', 'David Evans']","Differential privacy is becoming a standard notion for performing privacy-preserving machine learning over sensitive data. It provides formal guarantees, in terms of the privacy budget, ??, on how much information about individual training records is leaked by the model. While the privacy budget is directly correlated to the privacy leakage, the calibration of the privacy budget is not well understood. As a result, many existing works on privacy-preserving machine learning select large values of ?? in order to get acceptable utility of the model, with little understanding of the concrete impact of such choices on meaningful privacy. Moreover, in scenarios where iterative learning procedures are used which require privacy guarantees for each iteration, relaxed definitions of differential privacy are often used which further tradeoff privacy for better utility. In this paper, we evaluate the impacts of these choices on privacy in experiments with logistic regression and neural network models. We quantify the privacy leakage in terms of advantage of the adversary performing inference attacks and by analyzing the number of members at risk for exposure. Our main findings are that current mechanisms for differential privacy for machine learning rarely offer acceptable utility-privacy tradeoffs: settings that provide limited accuracy loss provide little effective privacy, and settings that provide strong privacy result in useless models. Open source code is available at https://github.com/bargavj/EvaluatingDPML.
        ? Less",https://arxiv.org/pdf/1902.08874
22,Inference of a Multi-Domain Machine Learning Model to Predict Mortality in Hospital Stays for Patients with Cancer upon Febrile Neutropenia Onset,"['Xinsong Du', 'Jae Min', 'Mattia Prosperi', 'Rohit Bishnoi', 'Dominick J. Lemas', 'Chintan P. Shah']","Febrile neutropenia (FN) has been associated with high mortality, especially among adults with cancer. Understanding the patient and provider level heterogeneity in FN hospital admissions has potential to inform personalized interventions focused on increasing survival of individuals with FN. We leverage machine learning techniques to disentangling the complex interactions among multi domain risk factors in a population with FN. Data from the Healthcare Cost and Utilization Project (HCUP) National Inpatient Sample and Nationwide Inpatient Sample (NIS) were used to build machine learning based models of mortality for adult cancer patients who were diagnosed with FN during a hospital admission. In particular, the importance of risk factors from different domains (including demographic, clinical, and hospital associated information) was studied. A set of more interpretable (decision tree, logistic regression) as well as more black box (random forest, gradient boosting, neural networks) models were analyzed and compared via multiple cross validation. Our results demonstrate that a linear prediction score of FN mortality among adults with cancer, based on admission information is effective in classifying high risk patients; clinical diagnoses is the domain with the highest predictive power. A number of the risk variables (e.g. sepsis, kidney failure, etc.) identified in this study are clinically actionable and may inform future studies looking at the patients prior medical history are warranted.
        ? Less",https://arxiv.org/pdf/1902.07839
23,Automating the Construction of Jet Observables with Machine Learning,"['Kaustuv Datta', 'Andrew Larkoski', 'Benjamin Nachman']","Machine-learning assisted jet substructure tagging techniques have the potential to significantly improve searches for new particles and Standard Model measurements in hadronic final states. Techniques with simple analytic forms are particularly useful for establishing robustness and gaining physical insight. We introduce a procedure to automate the construction of a large class of observables that are chosen to completely specify MM-body phase space. The procedure is validated on the task of distinguishing H\rightarrow b\bar{b}H\rightarrow b\bar{b} from g\rightarrow b\bar{b}g\rightarrow b\bar{b}, where M=3M=3 and previous brute-force approaches to construct an optimal product observable for the MM-body phase space have established the baseline performance. We then use the new method to design tailored observables for the boosted Z'Z' search, where M=4M=4 and brute-force methods are intractable. The new classifiers outperform standard 22-prong tagging observables, illustrating the power of the new optimization method for improving searches and measurement at the LHC and beyond.
        ? Less",https://arxiv.org/pdf/1902.07180
24,TensorFlow.js: Machine Learning for the Web and Beyond,"['Daniel Smilkov', 'Nikhil Thorat', 'Yannick Assogba', 'Ann Yuan', 'Nick Kreeger', 'Ping Yu', 'Kangyi Zhang', 'Shanqing Cai', 'Eric Nielsen', 'David Soergel', 'Stan Bileschi', 'Michael Terry', 'Charles Nicholson', 'Sandeep N. Gupta', 'Sarah Sirajuddin', 'D. Sculley', 'Rajat Monga', 'Greg Corrado', 'Fernanda B. Viégas', 'Martin Wattenberg']","TensorFlow.js is a library for building and executing machine learning algorithms in JavaScript. TensorFlow.js models run in a web browser and in the Node.js environment. The library is part of the TensorFlow ecosystem, providing a set of APIs that are compatible with those in Python, allowing models to be ported between the Python and JavaScript ecosystems. TensorFlow.js has empowered a new set of developers from the extensive JavaScript community to build and deploy machine learning models and enabled new classes of on-device computation. This paper describes the design, API, and implementation of TensorFlow.js, and highlights some of the impactful use cases.
        ? Less",https://arxiv.org/pdf/1901.05350
25,Towards a topological-geometrical theory of group equivariant non-expansive operators for data analysis and machine learning,"['Mattia G. Bergomi', 'Patrizio Frosini', 'Daniela Giorgi', 'Nicola Quercioli']","The aim of this paper is to provide a general mathematical framework for group equivariance in the machine learning context. The framework builds on a synergy between persistent homology and the theory of group actions. We define group-equivariant non-expansive operators (GENEOs), which are maps between function spaces associated with groups of transformations. We study the topological and metric properties of the space of GENEOs to evaluate their approximating power and set the basis for general strategies to initialise and compose operators. We begin by defining suitable pseudo-metrics for the function spaces, the equivariance groups, and the set of non-expansive operators. Basing on these pseudo-metrics, we prove that the space of GENEOs is compact and convex, under the assumption that the function spaces are compact and convex. These results provide fundamental guarantees in a machine learning perspective. We show examples on the MNIST and fashion-MNIST datasets. By considering isometry-equivariant non-expansive operators, we describe a simple strategy to select and sample operators, and show how the selected and sampled operators can be used to perform both classical metric learning and an effective initialisation of the kernels of a convolutional neural network.
        ? Less",https://arxiv.org/pdf/1812.11832
26,Graph Networks as a Universal Machine Learning Framework for Molecules and Crystals,"['Chi Chen', 'Weike Ye', 'Yunxing Zuo', 'Chen Zheng', 'Shyue Ping Ong']","Graph networks are a new machine learning (ML) paradigm that supports both relational reasoning and combinatorial generalization. Here, we develop universal MatErials Graph Network (MEGNet) models for accurate property prediction in both molecules and crystals. We demonstrate that the MEGNet models outperform prior ML models such as the SchNet in 11 out of 13 properties of the QM9 molecule data set. Similarly, we show that MEGNet models trained on \sim 60,000\sim 60,000 crystals in the Materials Project substantially outperform prior ML models in the prediction of the formation energies, band gaps and elastic moduli of crystals, achieving better than DFT accuracy over a much larger data set. We present two new strategies to address data limitations common in materials science and chemistry. First, we demonstrate a physically-intuitive approach to unify four separate molecular MEGNet models for the internal energy at 0 K and room temperature, enthalpy and Gibbs free energy into a single free energy MEGNet model by incorporating the temperature, pressure and entropy as global state inputs. Second, we show that the learned element embeddings in MEGNet models encode periodic chemical trends and can be transfer-learned from a property model trained on a larger data set (formation energies) to improve property models with smaller amounts of data (band gaps and elastic moduli).
        ? Less",https://arxiv.org/pdf/1812.05055
27,sGDML: Constructing Accurate and Data Efficient Molecular Force Fields Using Machine Learning,"['Stefan Chmiela', 'Huziel E. Sauceda', 'Igor Poltavsky', 'Klaus-Robert Müller', 'Alexandre Tkatchenko']","We present an optimized implementation of the recently proposed symmetric gradient domain machine learning (sGDML) model. The sGDML model is able to faithfully reproduce global potential energy surfaces (PES) for molecules with a few dozen atoms from a limited number of user-provided reference molecular conformations and the associated atomic forces. Here, we introduce a Python software package to reconstruct and evaluate custom sGDML force fields (FFs), without requiring in-depth knowledge about the details of the model. A user-friendly command-line interface offers assistance through the complete process of model creation, in an effort to make this novel machine learning approach accessible to broad practitioners. Our paper serves as a documentation, but also includes a practical application example of how to reconstruct and use a PBE0+MBD FF for paracetamol. Finally, we show how to interface sGDML with the FF simulation engines ASE (Larsen et al., J. Phys. Condens. Matter 29, 273002 (2017)) and i-PI (Kapil et al., Comput. Phys. Commun. 236, 214-223 (2019)) to run numerical experiments, including structure optimization, classical and path integral molecular dynamics and nudged elastic band calculations.
        ? Less",https://arxiv.org/pdf/1812.04986
28,A hybrid machine-learning algorithm for designing quantum experiments,"[""L. O'Driscoll"", 'R. Nichols', 'P. A. Knott']","We introduce a hybrid machine-learning algorithm for designing quantum optics experiments that produce specific quantum states. Our algorithm successfully found experimental schemes to produce all 5 states we asked it to, including Schrödinger cat states and cubic phase states, all to a fidelity of over 96\%96\%. Here we specifically focus on designing realistic experiments, and hence all of the algorithm's designs only contain experimental elements that are available with current technology. The core of our algorithm is a genetic algorithm that searches for optimal arrangements of the experimental elements, but to speed up the initial search we incorporate a neural network that classifies quantum states. The latter is of independent interest, as it quickly learned to accurately classify quantum states given their photon-number distributions.
        ? Less",https://arxiv.org/pdf/1812.03183
29,Finding Black Holes with Black Boxes -- Using Machine Learning to Identify Globular Clusters with Black Hole Subsystems,"['Ammar Askar', 'Abbas Askar', 'Mario Pasquato', 'Mirek Giersz']","Machine learning is a powerful technique, becoming increasingly popular in astrophysics. In this paper, we apply machine learning to more than a thousand globular cluster (GC) models simulated as part of the 'MOCCA-Survey Database I' project in order to correlate present-day observable properties with the presence of a subsystem of stellar mass black holes (BHs). The machine learning model is then applied to available observed parameters for Galactic GCs to identify which of them that are most likely to be hosting a sizeable number of BHs and reveal insights into what properties lead to the formation of BH subsystems. With our machine learning model, we were able to shortlist 21 Galactic GCs that are most likely to contain a BH subsystem. We show that the clusters shortlisted by the machine learning classifier include those in which BH candidates have been observed (M22, M10 and NGC 3201) and that our results line up well with independent simulations and previous studies that manually compared simulated GC models with observed properties of Galactic GCs. These results can be useful for observers searching for elusive stellar mass BH candidates in GCs and further our understanding of the role BHs play in GC evolution. In addition, we have released an online tool that allows one to get predictions from our model after they input observable properties.
        ? Less",https://arxiv.org/pdf/1811.06473
30,A classical density functional from machine learning and a convolutional neural network,"['Shang-Chun Lin', 'Martin Oettel']","We use machine learning methods to approximate a classical density functional. As a study case, we choose the model problem of a Lennard Jones fluid in one dimension where there is no exact solution available and training data sets must be obtained from simulations. After separating the excess free energy functional into a ""repulsive"" and an ""attractive"" part, machine learning finds a functional in weighted density form for the attractive part. The density profile at a hard wall shows good agreement for thermodynamic conditions beyond the training set conditions. This also holds for the equation of state if it is evaluated near the training temperature. We discuss the applicability to problems in higher dimensions.
        ? Less",https://arxiv.org/pdf/1811.05728
