,Name,Author,Abstract,Download link
10,Using Machine Learning to Guide Cognitive Modeling: A Case Study in Moral Reasoning,"['Mayank Agrawal', 'Joshua C. Peterson', 'Thomas L. Griffiths']","Large-scale behavioral datasets enable researchers to use complex machine learning algorithms to better predict human behavior, yet this increased predictive power does not always lead to a better understanding of the behavior in question. In this paper, we outline a data-driven, iterative procedure that allows cognitive scientists to use machine learning to generate models that are both interpretable and accurate. We demonstrate this method in the domain of moral decision-making, where standard experimental approaches often identify relevant principles that influence human judgments, but fail to generalize these findings to ""real world"" situations that place these principles in conflict. The recently released Moral Machine dataset allows us to build a powerful model that can predict the outcomes of these conflicts while remaining simple enough to explain the basis behind human decisions.
        ? Less",https://arxiv.org/pdf/1902.06744
11,Forecasting the 2017-2018 Yemen Cholera Outbreak with Machine Learning,"['Rohil Badkundri', 'Victor Valbuena', 'Srikusmanjali Pinnamareddy', 'Brittney Cantrell', 'Janet Standeven']","The ongoing Yemen cholera outbreak has been deemed one of the worst cholera outbreaks in history, with over a million people impacted and thousands dead. Triggered by a civil war, the outbreak has been shaped by various political, environmental, and epidemiological factors and continues to worsen. While cholera has several effective treatments, the untimely and inefficient distribution of existing medicines has been the primary cause of cholera mortality. With the hope of facilitating resource allocation, various mathematical models have been created to track the Yemeni outbreak and identify at-risk administrative divisions, called governorates. Existing models are not powerful enough to accurately and consistently forecast cholera cases per governorate over multiple timeframes. To address the need for a complex, reliable model, we offer the Cholera Artificial Learning Model (CALM); a system of 4 extreme-gradient-boosting (XGBoost) machine learning models that forecast the number of new cholera cases a Yemeni governorate will experience from a time range of 2 weeks to 2 months. CALM provides a novel machine learning approach that makes use of rainfall data, past cholera cases and deaths data, civil war fatalities, and inter-governorate interactions represented across multiple time frames. Additionally, the use of machine learning, along with extensive feature engineering, allows CALM to easily learn complex non-linear relations apparent in an epidemiological phenomenon. CALM is able to forecast cholera incidence 2 weeks to 2 months in advance within a margin of just 5 cholera cases per 10,000 people in real-world simulation.
        ? Less",https://arxiv.org/pdf/1902.06739
12,Prediction of Porosity and Permeability Alteration based on Machine Learning Algorithms,"['Andrei Erofeev', 'Denis Orlov', 'Alexey Ryzhov', 'Dmitry Koroteev']","The objective of this work is to study the applicability of various Machine Learning algorithms for prediction of some rock properties which geoscientists usually define due to special lab analysis. We demonstrate that these special properties can be predicted only basing on routine core analysis (RCA) data. To validate the approach core samples from the reservoir with soluble rock matrix components (salts) were tested within 100+ laboratory experiments. The challenge of the experiments was to characterize the rate of salts in cores and alteration of porosity and permeability after reservoir desalination due to drilling mud or water injection. For these three measured characteristics, we developed the relevant predictive models, which were based on the results of RCA and data on coring depth and top and bottom depths of productive horizons. To select the most accurate Machine Learning algorithm a comparative analysis has been performed. It was shown that different algorithms work better in different models. However, two hidden layers Neural network has demonstrated the best predictive ability and generalizability for all three rock characteristics jointly. The other algorithms, such as Support Vector Machine and Linear Regression, also worked well on the dataset, but in particular cases. Overall, the applied approach allows predicting the alteration of porosity and permeability during desalination in porous rocks and also evaluating salt concentration without direct measurements in a laboratory. This work also shows that developed approaches could be applied for prediction of other rock properties (residual brine and oil saturations, relative permeability, capillary pressure, and others), which laboratory measurements are time-consuming and expensive.
        ? Less",https://arxiv.org/pdf/1902.06525
13,Learning Compositional Representations of Interacting Systems with Restricted Boltzmann Machines: Comparative Study of Lattice Proteins,"['Jérôme Tubiana', 'Simona Cocco', 'Rémi Monasson']","A Restricted Boltzmann Machine (RBM) is an unsupervised machine-learning bipartite graphical model that jointly learns a probability distribution over data and extracts their relevant statistical features. As such, RBM were recently proposed for characterizing the patterns of coevolution between amino acids in protein sequences and for designing new sequences. Here, we study how the nature of the features learned by RBM changes with its defining parameters, such as the dimensionality of the representations (size of the hidden layer) and the sparsity of the features. We show that for adequate values of these parameters, RBM operate in a so-called compositional phase in which visible configurations sampled from the RBM are obtained by recombining these features. We then compare the performance of RBM with other standard representation learning algorithms, including Principal or Independent Component Analysis, autoencoders (AE), variational auto-encoders (VAE), and their sparse variants. We show that RBM, due to the stochastic mapping between data configurations and representations, better capture the underlying interactions in the system and are significantly more robust with respect to sample size than deterministic methods such as PCA or ICA. In addition, this stochastic mapping is not prescribed a priori as in VAE, but learned from data, which allows RBM to show good performance even with shallow architectures. All numerical results are illustrated on synthetic lattice-protein data, that share similar statistical features with real protein sequences, and for which ground-truth interactions are known.
        ? Less",https://arxiv.org/pdf/1902.06495
14,Private Inner Product Retrieval for Distributed Machine Learning,"['Mohammad Hossein Mousavi', 'Mohammad Ali Maddah-Ali', 'Mahtab Mirmohseni']","In this paper, we argue that in many basic algorithms for machine learning, including support vector machine (SVM) for classification, principal component analysis (PCA) for dimensionality reduction, and regression for dependency estimation, we need the inner products of the data samples, rather than the data samples themselves.
  Motivated by the above observation, we introduce the problem of private inner product retrieval for distributed machine learning, where we have a system including a database of some files, duplicated across some non-colluding servers. A user intends to retrieve a subset of specific size of the inner products of the data files with minimum communication load, without revealing any information about the identity of the requested subset. For achievability, we use the algorithms for multi-message private information retrieval. For converse, we establish that as the length of the files becomes large, the set of all inner products converges to independent random variables with uniform distribution, and derive the rate of convergence. To prove that, we construct special dependencies among sequences of the sets of all inner products with different length, which forms a time-homogeneous irreducible Markov chain, without affecting the marginal distribution. We show that this Markov chain has a uniform distribution as its unique stationary distribution, with rate of convergence dominated by the second largest eigenvalue of the transition probability matrix. This allows us to develop a converse, which converges to a tight bound in some cases, as the size of the files becomes large. While this converse is based on the one in multi-message private information retrieval, due to the nature of retrieving inner products instead of data itself some changes are made to reach the desired result.
        ? Less",https://arxiv.org/pdf/1902.06319
15,"Twitch Plays Pokemon, Machine Learns Twitch: Unsupervised Context-Aware Anomaly Detection for Identifying Trolls in Streaming Data",['Albert Haque'],"With the increasing importance of online communities, discussion forums, and customer reviews, Internet ""trolls"" have proliferated thereby making it difficult for information seekers to find relevant and correct information. In this paper, we consider the problem of detecting and identifying Internet trolls, almost all of which are human agents. Identifying a human agent among a human population presents significant challenges compared to detecting automated spam or computerized robots. To learn a troll's behavior, we use contextual anomaly detection to profile each chat user. Using clustering and distance-based methods, we use contextual data such as the group's current goal, the current time, and the username to classify each point as an anomaly. A user whose features significantly differ from the norm will be classified as a troll. We collected 38 million data points from the viral Internet fad, Twitch Plays Pokemon. Using clustering and distance-based methods, we develop heuristics for identifying trolls. Using MapReduce techniques for preprocessing and user profiling, we are able to classify trolls based on 10 features extracted from a user's lifetime history.
        ? Less",https://arxiv.org/pdf/1902.06208
16,Exploring SMEFT in VH with Machine Learning,"['Felipe F. Freitas', 'Charanjit K. Khosa', 'Verónica Sanz']","In this paper we study the use of Machine Learning techniques to exploit kinematic information in VH, the production of a Higgs in association with a massive vector boson. We parametrise the effect of new physics in terms of the SMEFT framework. We find that the use of a shallow neural network allows us to dramatically increase the sensitivity to deviations in VH respect to previous estimates. We also discuss the relation between the usual measures of performance in Machine Learning, such as AUC or accuracy, with the more adept measure of Asimov significance. This relation is particularly relevant when parametrising systematic uncertainties. Our results show the potential of incorporating Machine Learning techniques to the SMEFT studies using the current datasets.
        ? Less",https://arxiv.org/pdf/1902.05803
17,Advances of Machine Learning in Molecular Modeling and Simulation,"['Mojtaba Haghighatlari', 'Johannes Hachmann']","In this review, we highlight recent developments in the application of machine learning for molecular modeling and simulation. After giving a brief overview of the foundations, components, and workflow of a typical supervised learning approach for chemical problems, we showcase areas and state-of-the-art examples of their deployment. In this context, we discuss how machine learning relates to, supports, and augments more traditional physics-based approaches in computational research. We conclude by outlining challenges and future research directions that need to be addressed in order to make machine learning a mainstream chemical engineering tool.
        ? Less",https://arxiv.org/pdf/1902.00140
18,Predicting the Results of LTL Model Checking using Multiple Machine Learning Algorithms,"['Weijun Zhu', 'Mingliang Xu', 'Jianwei Wang']","In this paper, we study how to predict the results of LTL model checking using some machine learning algorithms. Some Kripke structures and LTL formulas and their model checking results are made up data set. The approaches based on the Random Forest (RF), K-Nearest Neighbors (KNN), Decision tree (DT), and Logistic Regression (LR) are used to training and prediction. The experiment results show that the predictive accuracy of the RF, KNN, DT and LR-based approaches are 97.9%, 98.2%, 97.1% and 98.2%, respectively, as well as the average computation efficiencies of the RF, KNN, DT and LR-based approaches are 7102500, 598, 4132364 and 5543415 times than that of the existing approach, respectively, if the length of each LTL formula is 500.
        ? Less",https://arxiv.org/pdf/1901.07891
19,Towards machine learning in the classification of Z2xZ2 orbifold compactifications,"['Alon E. Faraggi', 'Glyn Harries', 'Benjamin Percival', 'John Rizos']","Systematic classification of Z2xZ2 orbifold compactifications of the heterotic-string was pursued by using its free fermion formulation. The method entails random generation of string vacua and analysis of their entire spectra, and led to discovery of spinor-vector duality and three generation exophobic string vacua. The classification was performed for string vacua with unbroken SO(10) GUT symmetry, and progressively extended to models in which the SO(10) symmetry is broken to the SO(6)xSO(4), SU(5)xU(1), SU(3)xSU(2)xU(1)^2 and SU(3)xU(1)xSU(2)^2 subgroups. Obtaining sizeable number of phenomenologically viable vacua in the last two cases requires identification of fertility conditions. Adaptation of machine learning tools to identify the fertility conditions will be useful when the frequency of viable models becomes exceedingly small in the total space of vacua.
        ? Less",https://arxiv.org/pdf/1901.04448
20,Proceedings of NeurIPS 2018 Workshop on Machine Learning for the Developing World: Achieving Sustainable Impact,"['Maria De-Arteaga', 'Amanda Coston', 'William Herlands']","This is the Proceedings of NeurIPS 2018 Workshop on Machine Learning for the Developing World: Achieving Sustainable Impact, held in Montreal, Canada on December 8, 2018
        ? Less",https://arxiv.org/pdf/1812.08856
21,Analysis of Machine Learning for Link Quality Estimation,"['Gregor Cerar', 'Mihael Mohor?i?', 'Timotej Gale', 'Carolina Fortuna']","Since the emergence of wireless communication networks, quality aspects of wireless links have been among the main focus of many studies.
  The analysis of the rich body of existing literature on link quality estimation that uses models built from data traces indicates that the techniques used for modeling are becoming increasingly complex. Several recent estimators use machine learning techniques that require a complex design and development process, and each step of this process has the potential to significantly impact the final performance.
  The aim of this paper is to provide an in-depth study of how each step in the process of designing and developing a link quality estimator based on machine learning techniques affects its overall performance. Based on the analysis of the state-of-the-art, we selected a representative subset of machine learning models used in the literature and a representative publicly available dataset. We then performed a systematic study on the influence of the design decisions taken in each step of the machine learning process on the performance of machine learning-based link quality estimators. The results indicate that measurement data preprocessing and feature engineering have a higher influence on the performance of the model than the choice of the algorithm, calling for cautious use and parameterization of the algorithm.
        ? Less",https://arxiv.org/pdf/1812.07858
22,"Machine Learning in Cyber-Security - Problems, Challenges and Data Sets","['Idan Amit', 'John Matherly', 'William Hewlett', 'Zhi Xu', 'Yinnon Meshi', 'Yigal Weinberger']","We present cyber-security problems of high importance. We show that in order to solve these cyber-security problems, one must cope with certain machine learning challenges. We provide novel data sets representing the problems in order to enable the academic community to investigate the problems and suggest methods to cope with the challenges. We also present a method to generate labels via pivoting, providing a solution to common problems of lack of labels in cyber-security.
        ? Less",https://arxiv.org/pdf/1812.06469
23,The Adverse Effects of Code Duplication in Machine Learning Models of Code,['Miltiadis Allamanis'],"The field of big code relies on mining large corpora of code to perform some learning task. A significant threat to this approach has been recently identified by Lopes et al. (2017) who found a large amount of near-duplicate code on GitHub. However, the impact of code duplication has not been noticed by researchers devising machine learning models for source code. In this article, we study the effect of code duplication to machine learning models showing that reported metrics are sometimes inflated by up to 100% when testing on duplicated code corpora compared to the performance on de-duplicated corpora which more accurately represent how machine learning models of code are used by software engineers. We present an ""errata"" for widely used datasets, list best practices for collecting code corpora and evaluating machine learning models on them, and release tools to help the community avoid this problem in future research.
        ? Less",https://arxiv.org/pdf/1811.02659
24,Machine Learning Algorithms for Classification of Microcirculation Images from Septic and Non-Septic Patients,"['Perikumar Javia', 'Aman Rana', 'Nathan Shapiro', 'Pratik Shah']","Sepsis is a life-threatening disease and one of the major causes of death in hospitals. Imaging of microcirculatory dysfunction is a promising approach for automated diagnosis of sepsis. We report a machine learning classifier capable of distinguishing non-septic and septic images from dark field microcirculation videos of patients. The classifier achieves an accuracy of 89.45%. The area under the receiver operating characteristics of the classifier was 0.92, the precision was 0.92 and the recall was 0.84. Codes representing the learned feature space of trained classifier were visualized using t-SNE embedding and were separable and distinguished between images from critically ill and non-septic patients. Using an unsupervised convolutional autoencoder, independent of the clinical diagnosis, we also report clustering of learned features from a compressed representation associated with healthy images and those with microcirculatory dysfunction. The feature space used by our trained classifier to distinguish between images from septic and non-septic patients has potential diagnostic application.
        ? Less",https://arxiv.org/pdf/1807.02468
25,Interpretable machine learning for inferring the phase boundaries in a nonequilibrium system,"['C. Casert', 'T. Vieijra', 'J. Nys', 'J. Ryckebusch']","Still under debate is the question of whether machine learning is capable of going beyond black-box modeling for complex physical systems. We investigate the generalizing and interpretability properties of learning algorithms. To this end, we use supervised and unsupervised learning to infer the phase boundaries of the active Ising model, starting from an ensemble of configurations of the system. We illustrate that unsupervised learning techniques are powerful at identifying the phase boundaries in the control parameter space, even in situations of phase coexistence. It is demonstrated that supervised learning with neural networks is capable of learning the characteristics of the phase diagram, such that the knowledge obtained at a limited set of control variables can be used to determine the phase boundaries across the phase diagram. In this way, we show that properly designed supervised learning provides predictive power to regions in the phase diagram that are not included in the training phase of the algorithm. We stress the importance of introducing interpretability methods in order to perform a physically relevant classification of the phases with deep learning.
        ? Less",https://arxiv.org/pdf/1801.04377
26,General framework for constructing fast and near-optimal machine-learning-based decoder of the topological stabilizer codes,"['Amarsanaa Davaasuren', 'Yasunari Suzuki', 'Keisuke Fujii', 'Masato Koashi']","Quantum error correction is an essential technique for constructing a scalable quantum computer. In order to implement quantum error correction with near-term quantum devices, a fast and near-optimal decoding method is demanded. A decoder based on machine learning is considered as one of the most viable solutions for this purpose, since its prediction is fast once training has been done, and it is applicable to any quantum error correcting code and any noise model. So far, various formulations of the decoding problem as the task of machine learning have been proposed. Here, we discuss general constructions of machine-learning-based decoders. We found several conditions to achieve near-optimal performance, and proposed a criterion which should be optimized when a size of training data set is limited. We also discuss preferable constructions of neural networks, and proposed a decoder using spatial structures of topological codes using a convolutional neural network. We numerically show that our method can improve the performance of machine-learning-based decoders in various topological codes and noise models.
        ? Less",
