,Name,Author,Abstract,Download link
11,Predicting wind pressures around circular cylinders using machine learning techniques,"['Gang Hu', 'K. C. S. Kwok']","Numerous studies have been carried out to measure wind pressures around circular cylinders since the early 20th century due to its engineering significance. Consequently, a large amount of wind pressure data sets have accumulated, which presents an excellent opportunity for using machine learning (ML) techniques to train models to predict wind pressures around circular cylinders. Wind pressures around smooth circular cylinders are a function of mainly the Reynolds number (Re), turbulence intensity (Ti) of the incident wind, and circumferential angle of the cylinder. Considering these three parameters as the inputs, this study trained two ML models to predict mean and fluctuating pressures respectively. Three machine learning algorithms including decision tree regressor, random forest, and gradient boosting regression trees (GBRT) were tested. The GBRT models exhibited the best performance for predicting both mean and fluctuating pressures, and they are capable of making accurate predictions for Re ranging from 10^4 to 10^6 and Ti ranging from 0% to 15%. It is believed that the GBRT models provide very efficient and economical alternative to traditional wind tunnel tests and computational fluid dynamic simulations for determining wind pressures around smooth circular cylinders within the studied Re and Ti range.
        ? Less",https://arxiv.org/pdf/1901.06752
12,Mixed Formal Learning: A Path to Transparent Machine Learning,['Sandra Carrico'],"This paper presents Mixed Formal Learning, a new architecture that learns models based on formal mathematical representations of the domain of interest and exposes latent variables. The second element in the architecture learns a particular skill, typically by using traditional prediction or classification mechanisms. Our key findings include that this architecture: (1) Facilitates transparency by exposing key latent variables based on a learned mathematical model; (2) Enables Low Shot and Zero Shot training of machine learning without sacrificing accuracy or recall.
        ? Less",https://arxiv.org/pdf/1901.06622
13,Molecular Force Fields with Gradient-Domain Machine Learning: Construction and Application to Dynamics of Small Molecules with Coupled Cluster Forces,"['Huziel E. Sauceda', 'Stefan Chmiela', 'Igor Poltavsky', 'Klaus-Robert Müller', 'Alexandre Tkatchenko']","We present the construction of molecular force fields for small molecules (less than 25 atoms) using the recently developed symmetrized gradient-domain machine learning (sGDML) approach [Chmiela et al., Nat. Commun. 9, 3887 (2018); Sci. Adv. 3, e1603015 (2017)]. This approach is able to accurately reconstruct complex high-dimensional potential-energy surfaces from just a few 100s of molecular conformations extracted from ab initio molecular dynamics trajectories. The data efficiency of the sGDML approach implies that atomic forces for these conformations can be computed with high-level wavefunction-based approaches, such as the ""gold standard"" CCSD(T) method. We demonstrate that the flexible nature of the sGDML model recovers local and non-local electronic interactions (e.g. H-bonding, proton transfer, lone pairs, changes in hybridization states, steric repulsion and n\to?^*n\to?^* interactions) without imposing any restriction on the nature of interatomic potentials. The analysis of sGDML molecular dynamics trajectories yields new qualitative insights into dynamics and spectroscopy of small molecules close to spectroscopic accuracy.
        ? Less",https://arxiv.org/pdf/1901.06594
14,Machine Learning with Clos Networks,"['Timothy Whithing', 'Thiam Khean Hah']","We present a new methodology for improving the accuracy of small neural networks by applying the concept of a clos network to achieve maximum expression in a smaller network. We explore the design space to show that more layers is beneficial, given the same number of parameters. We also present findings on how the relu nonlinearity ffects accuracy in separable networks. We present results on early work with Cifar-10 dataset.
        ? Less",https://arxiv.org/pdf/1901.06433
15,Protein Classification using Machine Learning and Statistical Techniques: A Comparative Analysis,"['Chhote Lal Prasad Gupta', 'Anand Bihari', 'Sudhakar Tripathi']","In recent era prediction of enzyme class from an unknown protein is one of the challenging tasks in bioinformatics. Day to day the number of proteins is increases as result the prediction of enzyme class gives a new opportunity to bioinformatics scholars. The prime objective of this article is to implement the machine learning classification technique for feature selection and predictions also find out an appropriate classification technique for function prediction. In this article the seven different classification technique like CRT, QUEST, CHAID, C5.0, ANN (Artificial Neural Network), SVM and Bayesian has been implemented on 4368 protein data that has been extracted from UniprotKB databank and categories into six different class. The proteins data is high dimensional sequence data and contain a maximum of 48 features.To manipulate the high dimensional sequential protein data with different classification technique, the SPSS has been used as an experimental tool. Different classification techniques give different results for every model and shows that the data are imbalanced for class C4, C5 and C6. The imbalanced data affect the performance of model. In these three classes the precision and recall value is very less or negligible. The experimental results highlight that the C5.0 classification technique accuracy is more suited for protein feature classification and predictions. The C5.0 classification technique gives 95.56% accuracy and also gives high precision and recall value. Finally, we conclude that the features that is selected can be used for function prediction.
        ? Less",https://arxiv.org/pdf/1901.06152
16,Optimization Models for Machine Learning: A Survey,"['Claudio Gambella', 'Bissan Ghaddar', 'Joe Naoum-Sawaya']","This paper surveys the machine learning literature and presents machine learning as optimization models. Such models can benefit from the advancement of numerical optimization techniques which have already played a distinctive role in several machine learning settings. Particularly, mathematical optimization models are presented for commonly used machine learning approaches for regression, classification, clustering, and deep neural networks as well new emerging applications in machine teaching and empirical model learning. The strengths and the shortcomings of these models are discussed and potential research directions are highlighted.
        ? Less",https://arxiv.org/pdf/1901.05331
17,Context Aware Machine Learning,['Yun Zeng'],"We propose a principle for exploring context in machine learning models. Starting with a simple assumption that each observation may or may not depend on its context, a conditional probability distribution is decomposed into two parts: context-free and context-sensitive. Then by employing the log-linear word production model for relating random variables to their embedding space representation and making use of the convexity of natural exponential function, we show that the embedding of an observation can also be decomposed into a weighted sum of two vectors, representing its context-free and context-sensitive parts, respectively. This simple treatment of context provides a unified view of many existing deep learning models, leading to revisions of these models able to achieve significant performance boost. Specifically, our upgraded version of a recent sentence embedding model not only outperforms the original one by a large margin, but also leads to a new, principled approach for compositing the embeddings of bag-of-words features, as well as a new architecture for modeling attention in deep neural networks. More surprisingly, our new principle provides a novel understanding of the gates and equations defined by the long short term memory model, which also leads to a new model that is able to converge significantly faster and achieve much lower prediction errors. Furthermore, our principle also inspires a new type of generic neural network layer that better resembles real biological neurons than the traditional linear mapping plus nonlinear activation based architecture. Its multi-layer extension provides a new principle for deep neural networks which subsumes residual network (ResNet) as its special case, and its extension to convolutional neutral network model accounts for irrelevant input (e.g., background in an image) in addition to filtering.
        ? Less",https://arxiv.org/pdf/1901.03415
18,Machine learning assisted measurement of local topological invariants,"['Marcello D. Caio', 'Marco Caccin', 'Paul Baireuther', 'Timo Hyart', 'Michel Fruchart']","The continuous effort towards topological quantum devices calls for an efficient and non-invasive method to assess the conformity of components in different topological phases. Here, we show that machine learning paves the way towards non-invasive topological quality control. To do so, we use a local topological marker, able to discriminate between topological phases of one-dimensional wires. The direct observation of this marker in solid state systems is challenging, but we show that an artificial neural network can learn to approximate it from the experimentally accessible local density of states. Our method distinguishes different non-trivial phases, even for systems where direct transport measurements are not available and for composite systems. This new approach could find significant use in experiments, ranging from the study of novel topological materials to high-throughput automated material design.
        ? Less",https://arxiv.org/pdf/1901.03346
19,A New Perspective on Machine Learning: How to do Perfect Supervised Learning,['Hui Jiang'],"In this work, we introduce the concept of bandlimiting into the theory of machine learning because all physical processes are bandlimited by nature, including real-world machine learning tasks. After the bandlimiting constraint is taken into account, our theoretical analysis has shown that all practical machine learning tasks are asymptotically solvable in a perfect sense. Furthermore, the key towards this solvability almost solely relies on two factors: i) a sufficiently large amount of training samples beyond a threshold determined by a difficulty measurement of the underlying task; ii) a sufficiently complex model that is properly bandlimited. Moreover, for some special cases, we have derived new error bounds for perfect learning, which can quantify the difficulty of learning. These case-specific bounds are much tighter than the uniform bounds in conventional learning theory. Our results have provided a new perspective to explain the recent successes of large-scale supervised learning using complex models like neural networks.
        ? Less",https://arxiv.org/pdf/1901.02046
20,Natively Interpretable Machine Learning and Artificial Intelligence: Preliminary Results and Future Directions,"['Christopher J. Hazard', 'Christopher Fusting', 'Michael Resnick', 'Michael Auerbach', 'Michael Meehan', 'Valeri Korobov']","Machine learning models have become more and more complex in order to better approximate complex functions. Although fruitful in many domains, the added complexity has come at the cost of model interpretability. The once popular k-nearest neighbors (kNN) approach, which finds and uses the most similar data for reasoning, has received much less attention in recent decades due to numerous problems when compared to other techniques. We show that many of these historical problems with kNN can be overcome, and our contribution has applications not only in machine learning but also in online learning, data synthesis, anomaly detection, model compression, and reinforcement learning, without sacrificing interpretability. We introduce a synthesis between kNN and information theory that we hope will provide a clear path towards models that are innately interpretable and auditable. Through this work we hope to gather interest in combining kNN with information theory as a promising path to fully auditable machine learning and artificial intelligence.
        ? Less",https://arxiv.org/pdf/1901.00246
21,Machine learning materials physics: Integrable deep neural networks enable scale bridging by learning free energy functions,"['G. H. Teichert', 'A. R. Natarajan', 'A. Van der Ven', 'K. Garikipati']","The free energy of a system is central to many material models. Although free energy data is not generally found directly, its derivatives can be observed or calculated. In this work, we present an Integrable Deep Neural Network (IDNN) that can be trained to derivative data, then analytically integrated to recover an accurate representation of the free energy. The IDNN is demonstrated by training to the chemical potential values of a binary alloy with B2 ordering. The resulting DNN representation of the free energy is used in a phase field simulation and found to predict the appropriate formation of antiphase boundaries in the material. In contrast, a B-spline representation of the same data failed to represent the physics of the system with sufficient fidelity to resolve the antiphase boundaries.
        ? Less",https://arxiv.org/pdf/1901.00081
22,Using Apple Machine Learning Algorithms to Detect and Subclassify Non-Small Cell Lung Cancer,"['Andrew A. Borkowski', 'Catherine P. Wilson', 'Steven A. Borkowski', 'Lauren A. Deland', 'Stephen M. Mastorides']","Lung cancer continues to be a major healthcare challenge with high morbidity and mortality rates among both men and women worldwide. The majority of lung cancer cases are of non-small cell lung cancer type. With the advent of targeted cancer therapy, it is imperative not only to properly diagnose but also sub-classify non-small cell lung cancer. In our study, we evaluated the utility of using Apple Create ML module to detect and sub-classify non-small cell carcinomas based on histopathological images. After module optimization, the program detected 100% of non-small cell lung cancer images and successfully subclassified the majority of the images. Trained modules, such as ours, can be utilized in diagnostic smartphone-based applications, augmenting diagnostic services in understaffed areas of the world.
        ? Less",https://arxiv.org/pdf/1808.08230
23,Machine Learning Estimators for Lattice QCD Observables,"['Boram Yoon', 'Tanmoy Bhattacharya', 'Rajan Gupta']","A novel technique using machine learning (ML) to reduce the computational cost of evaluating lattice quantum chromodynamics (QCD) observables is presented. The ML is trained on a subset of background gauge field configurations, called the labeled set, to predict an observable OO from the values of correlated, but less compute-intensive, observables \mathbf{X}\mathbf{X} calculated on the full sample. By using a second subset, also part of the labeled set, we estimate the bias in the result predicted by the trained ML algorithm. The bias-corrected final estimate of the expectation value of OO, obtained by running the ML algorithm on the remaining unlabeled set, is improved by combining with the labeled data. A reduction in the computational cost by about 35% is demonstrated for two different lattice QCD calculations using the Boosted decision tree (BDT) regression ML algorithm: (1) prediction of the nucleon three-point correlation functions that yield isovector charges from the two-point correlation functions, and (2) prediction of the phase acquired by the neutron mass when a small Charge-Parity (CP) violating interaction, the quark chromo-electric dipole moment interaction, is added to QCD, again from the two-point correlation functions calculated without CP violation.
        ? Less",https://arxiv.org/pdf/1807.05971
24,Stellar formation rates in galaxies using Machine Learning models,"['Michele Delli Veneri', 'Stefano Cavuoti', 'Massimo Brescia', 'Giuseppe Riccio', 'Giuseppe Longo']","Global Stellar Formation Rates or SFRs are crucial to constrain theories of galaxy formation and evolution. SFR's are usually estimated via spectroscopic observations which require too much previous telescope time and therefore cannot match the needs of modern precision cosmology. We therefore propose a novel method to estimate SFRs for large samples of galaxies using a variety of supervised ML models.
        ? Less",https://arxiv.org/pdf/1805.06338
25,Machine Learning Modeling of Wigner Intracule Functionals for Two Electrons in One Dimension,"['Rutvij Vihang Bhavsar', 'Raghunathan Ramakrishnan']","In principle, many-electron correlation energy can be precisely computed from a reduced Wigner distribution function (\mathcal{W}\mathcal{W}) thanks to a universal functional transformation (\mathcal{F}\mathcal{F}), whose formal existence is akin to that of the exchange-correlation functional in density functional theory. While the exact dependence of \mathcal{F}\mathcal{F} on \mathcal{W}\mathcal{W} is unknown, a few approximate parametric models have been proposed in the past. Here, for a dataset of 923 one-dimensional external potentials with two interacting electrons, we apply machine learning to model \mathcal{F}\mathcal{F} within the kernel Ansatz. We deal with over-fitting of the kernel to a specific region of phase-space by a one-step regularization not depending on any hyperparameters. Reference correlation energies have been computed by performing exact and Hartree--Fock calculations using discrete variable representation. The resulting models require \mathcal{W}\mathcal{W} calculated at the Hartree--Fock level as input while yielding monotonous decay in the predicted correlation energies of new molecules reaching sub-chemical accuracy with training.
        ? Less",https://arxiv.org/pdf/1802.00873
